Toidu nimi (EST),"Energia (sh kiudained), kcal","Süsivesikud, imenduvad, g","Rasvad, g","Valgud, g","Alkohol, g","Vesi, g","Tuhk, g","Süsivesikud, kokku, g","Kiudained, g","Tärklis, g","Suhkrud, kokku, g","Sahharoos, g","Laktoos, g","Maltoos, g","Glükoos, g","Fruktoos, g","Galaktoos, g","Rasvhapped, kokku, g","Küllastunud rasvhapped, g","Monoküllastumata rasvhapped, g","Polüküllastumata rasvhapped, g","Trans-rasvhapped, g","Palmitiinhape (C16), g","Steariinhape (C18), g","Linoolhape (C18:2), g","Linoleenhape (C18:3), g","Kolesterool, mg","Naatrium, mg","Kaalium, mg","Kaltsium, mg","Magneesium, mg","Fosfor, mg","Raud, mg","Tsink, mg","Vask, mg","Mangaan, mg","Jood, µg","Seleen, µg","Kroom, µg","Nikkel, µg","Vitamiin A, RE","Retinool, µg","Beeta-karoteeni ekvivalent, BCE","Vitamiin D, µg","Vitamiin D3, µg","Vitamiin E, ?TE","Vitamiin K, µg","Vitamiin B1, mg","Vitamiin B2, mg","Niatsiini ekvivalent, kokku, NE","Niatsiin, mg","Niatsiini ekviv. trüptofaanist, mg","Pantoteenhape, mg","Vitamiin B6, mg","Biotiin, µg","Folaadid, µg","Vitamiin B12, µg","Vitamiin C, mg","Soola ekvivalent, g"
"Kohupiimavaht (rasvata kohupiim, piim R 2,5%)",117.3550034,13.56000042,0.555000007,14.52999973,0,70.65499878,0.796500027,13.56000042,0,0,14.02750015,10.10750008,3.154999971,0.127499998,0.212500006,0.212500006,0.212500006,0.55400002,0.435000002,0.115999997,0,0,0.209999993,0.0155,0,0,9.68999958,26.60499954,101.4199982,108.8099976,10.72000027,98.02999878,0.148000002,0.634000003,0,0,8.585000038,3.470000029,0.964999974,2.61500001,5.060850143,4.650000095,4.949999809,0,0,0.02,0.090999998,0.01,0.213750005,2.503750086,0.171250001,2.332499981,0.680000007,0.0105,6.019999981,10.44999981,0.870999992,0.018750001,0.066512503
"Piim, R 3,5%, tüüp 'Farmi', 'Valio'",62.90000153,4.650000095,3.5,3.200000048,0,87.80000305,0.800000012,4.650000095,0,0,4.650000095,0,4.650000095,0,0,0,0,3.200000048,2.299999952,0.800000012,0.100000001,0.150000006,1,0.400000006,0.100000001,0,11,40,160,124,11,90,0,0.400000006,0,0,19,1.600000024,0,1,28.60000038,27.29999924,15.30000019,0.100000001,0.100000001,0.090000004,0.810000002,0.029999999,0.180000007,0.800000012,0.100000001,0.699999988,0.340000004,0.050000001,1.399999976,11,0.449999988,1,0.100000001
Hakklihamaitseaine,194.3000031,41,0.699999988,6,,,,41,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"PreOp, toitelahus",50.40000153,12.60000038,0,0,0,92,,12.60000038,0,10.5,2.099999905,,0,,,,,0,0,0,0,0,0,0,0,0,,50,122,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129999995
"Nutilis toidupaksendaja, pulbrina",358.5,86,0.100000001,0.200000003,0,,,92.40000153,6.400000095,84.59999847,1.399999976,,,,,,,,0,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289999992
Calogen Neutral,450.3999939,0.100000001,50,0,0,46,,0.100000001,0,0,0,0,0,0,0,0,0,50,5.300000191,30.39999962,14.30000019,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175
"Liquigen, toitelahus",450,0,50,0,0,50,,0,0,0,0,0,0,0,0,0,0,47.09999847,47.09999847,0,0,,,,,,,5,0.100000001,0.300000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013
"Nutrini sonditoit lastele, kasutamisvalmis",100,12.30000019,4.400000095,2.799999952,0,85,,12.30000019,0,11.39999962,0,,0,,,,,,0.5,,,,,,,,,60,110,60,11,50,1,1,0.079999998,0.150000006,10,3,3.5,,41,,100,1,,1.299999952,4,0.150000006,0.159999996,1.100000024,1.100000024,,0.330000013,0.119999997,4,15,0.25,10,0.150000006
"Infatrini, imikutoit, kasutamisvalmis",100,10.30000019,5.400000095,2.599999905,0,81,,11.10000038,0.800000012,4.599999905,5.199999809,,5.199999809,,,,,,2,,,,,,,,,25,95,80,8.300000191,40,1,0.899999976,0.059999999,0.100000001,15,2,4,,3.319999933,,40,1.700000048,,1.200000048,6.699999809,0.150000006,0.150000006,1.200000048,,,0.449999988,0.059999999,2.299999952,15,0.409999996,12,0.0625
Müslibatoon,415.7999878,54.59999847,18,6.5,0,9,,59.29999924,4.699999809,10.69999981,43.79999924,1.5,0,0,5.800000191,36.5,,7.900000095,0.5,5.099999905,2.299999952,,,,1.639999986,0.68599999,0.300000012,47.90000153,479,30.5,55.70000076,137,2,0.600000024,,,5.5,2.299999952,,,4.938499928,,59.5,0,,2,,0.059999999,0.050000001,1,,,,,,20,,0.5,0.119750001
Tomatisupp,33.96170044,2.33246994,2.371599913,0.585866988,0,93.26370239,1.100620031,2.804470062,0.472000003,1.116930008,0,0.109999999,0.090000004,,0.38499999,0.545000017,,1.860000014,1.080000043,0.609000027,0.173999995,0.052999999,0.536000013,0.144999996,0.127000004,0.046999998,3.460000038,345,113,7.039999962,5.769999981,19.60000038,0.141000003,0.103,0.02,0.047699999,0.469999999,0.189999998,1.399999976,3.900000095,28,17.60000038,126,0.109999999,0.006,0.330000013,2.099999905,0.0093,0.011,0.349999994,0.25999999,0.066,0.039000001,0.02,0.270000011,2.700000048,0.006,0.920000017,0.862500012
Kartulimaitseaine,174.8000031,40,0.400000006,2.799999952,,,,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Liha üldmaitseaine,159.8999939,25,3.099999905,8,,,,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Aroomisool,29.79999924,4.699999809,0.600000024,1.399999976,,,,4.699999809,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vanillisuhkur,406.2000122,99,1,0.300000012,,,,99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Must pipar, purustatud või jahvatatud",279.8999939,38.29999924,3.299999952,11,0,10.5,4.300000191,64.80000305,26.5,37.70000076,0,0,0,0,,,0,3.099999905,1,1,1.100000024,0,0.899999976,0,1,0.100000001,0,44,1260,437,194,173,29,1.399999976,1.100000024,5.599999905,1,3.099999905,,,15,0,180,0,0,0.720000029,160,0.109999999,0.239999995,2.900000095,1.100000024,1.799999952,,0.340000004,,6.5,0,21,0.109999999
"Tüümian, kuivatatud",360,75,3.799999952,7,,,,75,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Karri,286,39,10,10,,,,39,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Karri, sidrunimaitseline",382,60,10,13,,,,60,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sidrunipipar,150.3000031,32,0.699999988,4,,,,32,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Tšillipipar, jahvatatud",352,54,12,7,,,,54,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Muskaatpähkel, jahvatatud",505.5,28.5,36.29999924,5.800000191,0,6.199999809,2.299999952,49.29999924,20.79999924,0,0,,0,0,,,0,29.5,25.89999962,3.200000048,0.400000006,0,2.299999952,0.200000003,0.400000006,0,0,16,350,184,183,213,3,2.200000048,1,2.900000095,,1.600000024,,,5,0,61,0,0,0,0,0.349999994,0.059999999,2.400000095,1.299999952,1.100000024,,0.159999996,,76,0,3,0.039999999
